id,loss
2172,1674.42128516
2181,1538.50608749
2183,1733.80427398
2185,3234.01487522
2188,2533.27677697
2189,2154.60185184
2194,5091.4124975
2202,1500.52338957
2208,2863.24162951
2227,1743.96817215
2230,5722.39999086
2235,2155.35142044
2236,1666.6961418
2244,7351.83923624
2248,1474.1259702
2252,1419.0865526
2254,1594.6237841
2260,5985.61689794
2263,1985.05386708
2274,1569.29104002
2277,917.571619273
2279,6425.02848281
2280,11707.1214339
2283,2666.07825958
2284,794.385710197
2288,2895.80392663
2292,1991.28985003
2295,5240.79347806
2296,1178.20661204
2299,2513.89649902
2315,5387.01278338
2318,1602.70654979
2329,10802.6470486
2337,1527.97574962
2340,929.217096929
2342,1647.239142
2347,2275.68765139
2349,4569.95993908
2354,1235.76161185
2361,2581.17421831
2370,1630.17351773
2378,2904.81870213
2382,4011.99705638
2387,1416.26793004
2389,2087.54874659
2394,1358.37580361
2396,2112.96078981
2400,2963.98396415
2407,2557.58221902
2414,1046.33420749
2415,1806.64593747
2421,2067.38802016
2427,1632.92077682
2428,2492.31242661
2430,2692.46548079
2435,2399.81422011
2445,5249.8895319
2446,1649.67816202
2447,1208.11419507
2449,1944.8125193
2451,1892.56050904
2458,14372.6470845
2462,10823.9462914
2463,2761.75961765
2467,2184.33713381
2471,6223.74891054
2475,2075.66441217
2478,3160.54280342
2483,4508.80519119
2485,1129.86769588
2487,1117.75988507
2494,662.183485684
2497,1846.90496158
2499,1562.11479274
2503,1320.20246586
2513,2661.6313123
2515,2103.13955904
2522,1668.7771056
2523,1275.86921204
2528,2831.85986693
2532,5166.52039637
2536,1042.57071974
2538,1540.89842705
2539,947.591155831
2540,2175.79042189
2545,5003.28878349
2548,1093.44672587
2549,942.472720215
2553,2431.50431073
2563,1661.72560402
2566,2269.09128408
2574,1391.72649228
2575,2900.89275224
2584,2843.05383406
2588,2663.45001178
2589,910.519133003
2592,1562.6064294
2596,1440.89368449
2598,1592.78370026
2602,999.138231307
2603,1454.84060812
2607,2421.85923519
2609,1438.71333474
2611,5447.95292508
2627,1563.61086059
2628,1756.76235128
2630,3054.05204109
2633,2155.34369334
2636,7769.01871419
2640,997.525445706
2641,1176.39037171
2657,4736.78791375
2659,1014.28439533
2662,1023.19489218
2663,1863.11177701
2667,2266.01532197
2670,920.92298586
2682,2120.12410285
2694,3258.31690195
2699,6392.78832531
2700,3147.8888995
2703,5616.82080512
2708,2141.05943684
2714,886.536165027
2725,686.753870267
2726,1235.51546736
2727,1214.92724782
2732,1906.01229262
2733,5666.24440117
2736,5419.08860555
2745,2474.0612685
2760,1285.53315511
2764,1992.62399794
2765,6278.35945929
2766,593.904889123
2775,1903.06865036
2783,1646.85432184
2784,1062.61897857
2786,2192.57805855
2801,1310.18143782
2803,1841.66831333
2813,5514.59750913
2815,6917.97504019
2816,1427.01858885
2818,2835.81568219
2819,2286.31762472
2822,1147.37537023
2825,1673.47498382
2826,1305.74416737
2830,1468.90319641
2834,1311.95474876
2835,6249.28111408
2856,2791.03619235
2873,6487.25892825
2886,5933.01441134
2892,3573.63576746
2896,950.580148891
2897,946.315936622
2899,2065.87328084
2901,1063.17719501
2909,5654.70289634
2914,3862.90956864
2915,1173.9018753
2916,2254.08804175
2919,862.956563101
2926,2446.9629383
2927,1836.68151037
2933,1476.93363803
2934,3049.21322226
2941,1748.94780098
2942,1746.47140432
2946,2488.73867875
2949,1567.8436774
2952,1653.98691373
2957,9615.01088178
2962,1966.41775891
2963,920.817146665
2965,1964.60734806
2966,6619.70871854
2971,2231.54322203
2975,676.032053613
2979,1017.27963746
2985,9426.88364887
2995,2769.7819241
2996,1393.55515129
3001,2879.4921526
3007,2697.32327761
3008,901.870841647
3014,3344.15839383
3017,11439.6413979
3021,1245.62060455
3025,2660.04872127
3026,979.691610871
3034,2289.29616386
3035,2589.78992308
3044,2932.5111471
3046,3308.53182829
3047,5786.67636829
3057,2962.1141517
3059,6426.31253403
3063,4332.47815343
3065,1305.30045119
3067,2304.4729423
3069,1305.53433716
3076,3562.91425427
3086,1173.22559355
3088,2286.79406646
3090,1910.70484176
3096,3192.05437579
3100,1037.18677588
3102,2128.74085033
3103,2613.82353026
3107,970.217354792
3118,1215.15532956
3120,4594.49314264
3123,1904.08690714
3128,1208.30307103
3132,1575.33720577
3140,1644.67842259
3152,2372.88044688
3165,3059.37300285
3183,1377.09664657
3190,1050.28021479
3197,1988.18855729
3201,1207.32454912
3203,1826.64557436
3214,2325.69732102
3219,2267.31251277
3220,1427.82023818
3221,4317.47657438
3229,1640.33877147
3234,1113.29977192
3235,3380.91653413
3240,1662.18018138
3241,1529.2474731
3249,2205.31743678
3254,857.670756563
3264,3919.56632783
3266,2144.26310147
3270,806.422124307
3282,1829.80254519
3285,1800.69782903
3289,1308.54567276
3291,1454.23120214
3295,1996.67243199
3299,819.385016606
3302,1492.32391561
3303,5831.69207532
3308,3623.04288906
3309,4133.7485978
3324,1946.72045467
3327,5230.56540141
3330,4155.35563982
3335,1342.65968117
3339,1848.1425279
3340,2612.85043197
3343,1532.31539857
3350,2828.83941652
3353,1685.37913384
3356,8755.09628697
3361,3212.22578344
3368,1046.23045941
3376,1358.47206112
3381,1144.90550466
3383,2512.6478232
3397,3181.2686614
3403,2275.26130138
3405,1740.67099502
3410,1457.6172562
3412,2530.94966061
3416,2846.85906219
3417,1777.43907504
3423,3324.29417188
3427,6732.82486469
3435,3165.59329847
3439,1089.12828515
3441,2425.96599608
3450,1429.37488414
3453,944.132672701
3454,1297.16221062
3458,9117.80109135
3459,1647.70778714
3467,3896.50537178
3469,5828.08330959
3477,1076.49051334
3478,8557.79046777
3482,931.62362843
3484,5372.37716978
3506,2588.51660069
3515,6357.61594043
3522,3562.56984813
3523,1570.97538584
3526,1183.28046147
3532,1562.56571643
3534,1686.44937934
3537,1063.320934
3539,988.921694575
3542,4507.28278338
3545,1018.48880661
3552,1666.7195573
3554,1217.34774039
3573,1979.97481136
3576,1127.06116516
3577,3006.67030991
3580,1578.15467886
3583,1124.87620544
3584,1576.52709367
3609,1105.07328246
3613,5314.31384885
3623,2110.27186394
3624,3702.90826198
3638,7903.05915436
3642,2064.5669689
3643,2327.59917425
3647,1331.93619545
3653,1800.79496568
3654,4388.62510123
3656,1504.7569658
3658,828.897129127
3659,3886.80059509
3663,6561.10641028
3664,3364.67805052
3666,881.251943958
3681,1355.37935288
3689,3020.18760096
3694,2876.99343886
3695,1459.06557251
3699,1488.7531311
3701,2328.16779832
3704,3531.36492559
3721,1110.98295956
3726,4360.1493038
3727,3090.11582749
3729,2530.38605586
3731,4285.88095847
3738,1348.13368899
3740,2901.05784653
3744,1526.58589829
3757,999.473802398
3758,842.548362396
3778,1706.80465727
3781,3853.52407095
3790,6265.28538915
3796,1140.07498147
3798,6494.72422783
3804,1118.51021709
3813,1100.24696552
3814,1105.0063468
3815,2641.2715452
3818,1977.95060392
3823,2799.84413055
3826,8290.76604612
3831,1575.2992372
3834,3622.99199674
3835,2862.84524347
3849,2457.41593007
3850,2533.66011593
3855,2346.92037185
3864,2501.63052458
3867,2347.53348316
3871,1103.99102651
3879,1666.05328513
3880,2689.47803112
3882,4400.84650343
3884,9803.03298254
3893,1735.89684168
3895,1473.30140205
3901,3180.25767398
3903,1021.49990355
3913,1516.75112717
3921,2142.74995848
3929,2538.07520646
3947,840.19225786
3962,1926.95673603
3963,944.177290378
3966,1722.70197864
3975,1836.78028568
3976,5666.04123338
3977,2975.78936207
3978,1180.56027088
3979,962.494301319
3983,1911.36893848
3985,797.828369458
3989,9042.22010578
3992,1869.9252569
3995,2244.74466416
4008,2350.6392762
4013,1712.91253752
4029,1784.55121139
4035,3435.07087403
4040,2248.08019287
4048,865.892059264
4060,1960.12393778
4066,1246.94947023
4075,815.884892284
4079,2402.51268022
4083,1062.10308119
4091,1667.15345985
4092,7166.93365122
4093,2831.65114877
4098,2905.64635742
4108,1502.81239893
4109,871.28874851
4110,3349.27671206
4116,2319.3890944
4129,1739.89829976
4130,4484.6378612
4140,2182.82050542
4146,1631.0810156
4150,4110.13726655
4151,7524.21794957
4153,1373.33745947
4169,6020.20176073
4170,1994.48314466
4179,1609.12813226
4183,3961.18568602
4188,3188.55693873
4190,1502.56569133
4193,1508.18739709
4201,8122.66012695
4205,1182.55149197
4210,2570.65294429
4226,2151.41179959
4229,1830.91316231
4241,2819.76520117
4242,1226.51851319
4257,3521.3959996
4258,651.968547998
4260,2355.34470668
4263,5312.19040402
4267,841.420452915
4273,2217.67203401
4274,1984.02494147
4277,1234.44452581
4281,1625.12062698
4283,4760.55191906
4293,2815.00181318
4294,1393.86168811
4305,3986.27971341
4307,3143.35073454
4318,1365.50476304
4325,2349.0801896
4327,4455.30818321
4332,3121.35889842
4335,4633.56580245
4336,4044.40638394
4337,696.016184819
4339,3995.0149099
4343,1381.63126117
4346,905.119941009
4348,1606.07605527
4350,3875.92125118
4358,2057.42008363
4359,1869.08204451
4363,2085.57616734
4366,4241.29853406
4374,995.453823448
4375,2181.29169728
4377,1117.24257633
4393,3255.28175368
4395,2265.75472515
4400,1016.00659391
4402,6607.70354405
4404,8067.42468003
4415,2460.94834844
4418,1820.37192673
4422,1416.17475518
4430,1407.98847541
4432,2135.2303115
4433,1003.44728035
4435,6242.37942547
4438,1807.55022928
4444,1836.34945211
4447,2116.9982574
4451,5197.75299815
4452,1932.51796072
4457,1470.87735418
4459,3922.91410524
4469,1219.84619372
4471,8937.58716561
4486,1126.55369485
4488,2371.25982633
4510,1515.9717744
4515,901.012475538
4527,3741.39614613
4530,1018.77873632
4534,860.40588333
4535,3969.32770788
4536,1298.2303691
4548,2787.97799341
4549,1638.23089967
4551,5244.03403074
4556,2829.85415994
4559,710.671122702
4564,1242.44774787
4570,4238.69702915
4575,8070.24377497
4584,3098.65670887
4585,2959.04528799
4591,1930.47924678
4592,2894.03694282
4593,1900.52636383
4594,1147.53226197
4598,1045.25693715
4607,2575.18130732
4608,908.737195713
4620,2416.72718341
4621,3196.86600135
4625,2722.42514614
4635,2991.94345491
4638,5034.33049318
4652,2902.34592853
4657,2515.23097843
4658,1927.54041475
4666,5640.83638166
4672,1475.834756
4676,2997.84992767
4680,1027.30537964
4681,6616.78218773
4683,3495.37145607
4684,1005.24157679
4689,2630.41521364
4690,2755.09118155
4692,1818.11109185
4697,1779.8700428
4700,1700.05701297
4705,18408.2902022
4721,1860.06862734
4726,1879.98434048
4729,911.963268274
4731,4646.8305273
4736,2037.92212031
4739,1779.58748971
4740,1779.98397922
4753,1146.8849918
4754,2529.19744752
4755,5413.55147513
4756,1079.46261205
4759,1794.49639752
4764,1206.26716902
4771,3139.3536235
4772,1667.85167206
4776,782.752384514
4780,3010.6234763
4784,1458.80152538
4786,1393.4399051
4787,3272.3675051
4789,1049.43079117
4794,1860.72729361
4800,1714.54046309
4807,3237.06935386
4813,8151.84548294
4818,2472.93502146
4823,11010.4860386
4824,1963.13933744
4829,2552.53367868
4830,865.215572801
4835,2620.6807254
4844,1688.91229659
4845,1540.46955918
4846,2466.32429901
4847,829.623138347
4854,2876.26301274
4857,3208.86528266
4861,922.447193303
4863,1127.28670092
4866,2998.73346725
4869,4408.52090224
4871,1368.42541354
4872,2081.00100808
4875,2741.08097753
4877,8663.21904789
4878,943.432372602
4885,2034.20505127
4886,1415.30515362
4888,4125.55363987
4890,1211.7923002
4896,1091.3548553
4899,2476.10021608
4913,739.522988125
4916,2171.280479
4920,3954.73124047
4925,3105.21124045
4934,2085.48522489
4941,2295.10041011
4946,1498.9354808
4954,2951.88834144
4956,1270.27608699
4958,4693.9975201
4965,1186.43425093
4966,1256.26273597
4970,2626.06636914
4977,1729.10696855
4980,2621.45013199
4984,1916.52922064
4995,869.023730309
4997,3105.44024479
4999,2015.41764098
5005,3691.64025809
5011,1611.41913088
5015,2454.12162258
5016,2497.64507558
5019,3005.11079911
5024,2153.68789017
5030,2007.16023942
5031,1601.30311403
5034,2114.67540749
5047,10447.1088378
5048,2524.78558489
5052,1292.58409346
5061,1861.64577044
5062,7368.40241737
5067,3529.41586396
5068,4585.55690683
5077,1367.18395127
5079,2064.30237278
5090,3120.20715641
5094,2280.58766588
5103,1930.99461115
5104,900.271485262
5106,2120.19760874
5107,2042.702124
5110,1163.08020655
5114,1761.41483062
5116,4325.76281148
5121,5626.35542974
5122,3120.92799514
5124,967.516098969
5132,4072.58897292
5133,1765.21395508
5138,2097.45469192
5143,2213.28666853
5153,1527.09992859
5154,1904.76713026
5155,899.033499356
5160,1757.6550508
5169,4147.78201933
5172,3352.24603698
5173,3223.11168269
5179,974.311979744
5182,3083.71316075
5187,1163.58735241
5192,3001.76256717
5211,1282.94737714
5213,3116.47906213
5219,928.155327625
5225,2579.61945998
5226,1110.85554466
5227,4617.79197767
5228,2187.52625371
5239,3667.31749256
5241,1459.23340694
5244,2096.87653497
5248,3937.6137949
5260,1233.94250515
5266,1060.1064969
5273,1773.0610816
5280,7468.39070749
5298,4632.57114677
5300,1032.27606339
5306,3171.36064825
5307,1114.78738649
5311,4283.40441455
5316,1137.90865999
5323,877.301996692
5332,1664.45149263
5336,1699.15068192
5338,991.918481492
5342,3461.88806787
5347,1268.23720775
5355,4173.48743291
5357,2014.88734887
5362,1363.45829148
5363,1280.88683725
5364,982.821848933
5366,2404.02295587
5374,4859.67917164
5375,720.890706919
5379,2880.32307719
5380,2450.87760426
5383,813.813100782
5385,1560.72187864
5390,1862.0886821
5393,4907.06599607
5398,1865.47686756
5411,2640.23020423
5414,872.336692924
5429,1451.5875879
5432,8974.0742299
5436,1226.48367916
5437,5054.64280996
5439,1151.74962443
5440,3945.74597399
5449,1468.01783979
5458,1244.7869736
5460,883.708446844
5462,1116.79729001
5463,2296.93887367
5465,2630.02771031
5467,3296.21359029
5475,2683.62695118
5483,1917.20518321
5485,1196.36205765
5489,1738.63070455
5493,2770.79557744
5497,773.72793
5501,1355.55744021
5506,1241.67397468
5507,1521.40953074
5510,3138.84063761
5524,4417.62208453
5531,1313.61216026
5542,3901.93837438
5543,2229.79613869
5544,4784.86823408
5552,1793.08325254
5560,2268.79836481
5563,4076.23914674
5573,2541.58778158
5579,1058.76708708
5584,3282.65340558
5585,9212.8441941
5594,1524.07858416
5595,1847.46822663
5597,1896.37607173
5598,1421.29810459
5604,1684.992636
5606,1482.53887434
5610,1089.81992716
5615,4749.7572214
5631,1271.11785287
5637,1474.76375078
5646,1587.21584088
5656,3230.09073847
5658,10680.1255039
5666,1463.76286213
5668,2674.36890041
5673,1259.44444719
5680,1270.37183418
5691,2654.78761271
5692,6379.09365313
5693,1964.40289588
5697,3322.50850156
5698,1665.8752534
5700,2034.9783633
5704,2024.77853758
5705,1806.4270369
5707,919.480654674
5710,918.849344827
5716,867.072342231
5720,1614.10187021
5722,2206.37143809
5727,2038.73540646
5733,1403.67937065
5737,2447.99526887
5742,3751.20980412
5747,908.356090801
5760,2807.48258254
5774,1506.86739822
5788,5039.10577839
5796,1669.17393533
5797,1365.19628892
5800,2524.29087656
5812,1584.61284587
5814,1075.5599749
5818,1142.22764666
5819,3305.32609158
5823,5521.66833876
5826,2895.41027225
5830,1692.1391548
5831,1518.61686602
5846,2756.67812414
5864,2120.70774533
5869,614.150497627
5870,4224.09796067
5879,1362.14541166
5883,10359.4160144
5886,1191.08188131
5889,5099.25975723
5904,1928.4939582
5905,1090.61319895
5910,2907.6628185
5911,2068.72750277
5914,1714.23508431
5915,1658.47761014
5920,1094.94858321
5925,1736.33807353
5926,1854.21227194
5934,2798.31340088
5939,3095.55064457
5941,948.627243625
5943,993.590473453
5949,3573.06896691
5961,1656.41864191
5965,5452.1697741
5966,2582.08000123
5969,712.177200323
5970,2388.21445171
5978,3181.77200985
5979,2683.83954053
5983,1370.56870106
5985,6554.16997436
5989,1328.34330855
5997,1482.86891501
6004,2259.4759743
6010,3820.31084106
6013,1479.00877725
6019,1537.72808793
6020,1161.26195515
6032,1111.55772737
6036,4801.88674133
6037,5894.42469973
6039,1632.68340077
6050,1695.7202905
6051,1445.33247959
6053,4717.12337619
6057,1545.09000423
6059,1222.64714391
6067,4047.35262483
6068,1408.48651676
6075,1577.04233086
6078,835.448899996
6079,4795.61488444
6080,3908.17605394
6082,4368.52222898
6084,1199.5767042
6091,2913.98074078
6092,1203.91207065
6093,5178.82925487
6096,1604.06776501
6102,1728.71145965
6105,1632.11975127
6116,1849.42356388
6122,860.433208324
6126,986.525386706
6131,4525.72533263
6140,5448.77233939
6141,1175.90978234
6146,919.087065381
6147,2695.66189184
6157,2820.33977799
6162,2387.38408701
6163,2351.14045654
6165,2419.164489
6170,7094.55475563
6208,1761.52462272
6216,4104.48460967
6218,1683.70251106
6223,2435.71062628
6224,2020.63076967
6227,1690.40674495
6240,11203.6956975
6241,1427.51579845
6246,1168.12203487
6248,4366.64408215
6249,1178.48267239
6255,1575.73182416
6261,3048.37033567
6262,7473.8190871
6269,1523.963833
6271,2145.50571792
6278,2625.13587027
6284,1591.20333756
6285,1340.35086023
6287,1049.84296358
6288,2508.3838569
6291,2232.09797247
6296,939.946228506
6297,3602.00781408
6304,1886.11963528
6309,2940.41818256
6310,878.419597724
6311,2270.36276755
6316,1226.29021392
6319,1520.46515195
6332,9528.15919888
6335,6534.42552236
6336,1201.51375883
6341,1034.05010103
6359,1189.92597454
6369,1866.88343289
6375,684.296471853
6378,3307.01343021
6380,3007.7687659
6385,11209.4153983
6387,7613.29714435
6391,2973.46265094
6392,691.452441694
6393,2654.5409751
6400,847.786747975
6411,2834.33403875
6415,2023.84922466
6416,2372.78901692
6419,2951.9018847
6421,1168.29425817
6432,2365.89059369
6438,1601.73530308
6444,870.463593372
6445,1463.62864283
6446,1273.61107719
6448,8239.04608431
6452,1406.20022572
6459,1926.89614569
6470,4013.57457563
6475,912.292038286
6484,2432.9583056
6492,2571.6294558
6502,1761.12150661
6505,1212.57090349
6506,1788.05224226
6513,1729.83439065
6514,3234.64760982
6524,4769.7401357
6525,650.658102724
6528,1427.43910126
6529,9660.74644482
6531,1586.19353609
6538,1714.12053375
6541,4213.2470949
6546,2794.82093418
6553,818.93713492
6563,718.595455956
6567,1832.11525023
6586,5668.68682898
6588,2288.30483946
6589,4408.55134167
6591,3620.59837896
6596,1335.02829246
6607,1530.77091461
6613,10815.1269712
6615,1927.92214078
6625,1234.82260989
6629,3413.93314067
6630,2621.00935117
6632,1435.1080228
6640,858.976514138
6645,3027.91457374
6648,2160.16652347
6656,1616.10526921
6658,2587.34600446
6661,1547.80849749
6663,2174.5268487
6665,2979.60718715
6673,1735.37894777
6676,1838.58516248
6681,1278.23022145
6683,1623.62559899
6684,837.434096206
6695,1238.15228329
6697,1458.03597727
6700,2854.73916582
6702,1117.34304785
6703,1275.32695527
6704,3565.45231035
6712,4427.69003737
6716,4731.88975445
6723,1269.61714445
6733,3918.37429165
6734,2280.04366422
6739,3943.74146497
6743,661.871133171
6746,1528.0103183
6756,1295.63481961
6758,1361.5128108
6765,879.189197933
6772,2070.5849313
6776,3528.82105511
6777,1777.10648849
6784,3139.02635665
6785,1272.16082307
